OBJECTID,agency,comments,latest,gisacres,incidentname,localincidentidentifier,state,pooresponsibleunit,perimeterdatetime,incomplex,fireyear,uniquefireidentifier,active,complexname,mapmethod,shape__Area,shape__Length
963,unknown,Perimeter Date Unknown,N,24706.85538758,Aparejo,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,199573742.039063,169556.889363214
964,Unknown,No entry in FireCode,Y,59.34477561,Section 24,V745,CO,,7/11/2000 12:00:00 AM,,2000,2000-CO-V745,N,,GPS-Unknown Travel Method,403217.421875,2929.81494787593
965,unknown,Perimeter Date Unknown,N,6.19671393,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,50135.2734375,897.701053309631
966,unknown,Perimeter Date Unknown,N,10.55110181,Shellrock,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,85298.9375,1485.54211067538
967,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,6317.24322723,,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,53399458.6328125,40370.4405697451
968,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,23760.99963304,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,196961776.421875,124876.27818832
969,unknown,,N,387.35032168,Box Canyon Fire,X533,NV,,6/22/2000 12:00:00 AM,,2000,2000-NV-X533,N,,GPS-Unknown Travel Method,2768771.28125,7968.6128716728
970,unknown,Perimeter Date Unknown,N,69.29234762,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,577333.9765625,2736.66703652207
971,unknown,Perimeter Date Unknown,N,2.36765962,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,19677.515625,548.002381610327
972,unknown,Perimeter Date Unknown,Y,1930.60287904,Bruin Point,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,13186955.6015625,18299.8079389737
973,unknown,Perimeter Date Unknown,Y,2565.7685107,Short Creek,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,21190985.140625,19077.4835137033
974,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,7480.51830906,,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,63231196.3125,42270.606405536
975,unknown,Perimeter Date Unknown,N,680.10113537,Echo,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,5662240.4375,10067.6976036948
976,unknown,Perimeter Date Unknown,N,0.15914418,Marlin Springs,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1311.0390625,156.006616337754
977,unknown,Perimeter Date Unknown,N,13343.69642792,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,110389047.320313,65077.0959664651
978,unknown,Perimeter Date Unknown,N,80.85730159,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,669207.1171875,5124.84365691093
979,unknown,Perimeter Date Unknown,N,2.36765962,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,19677.515625,548.002381610327
980,unknown,,N,28.93735501,Star Fire,X368,NV,,7/22/2000 12:00:00 AM,,2000,2000-NV-X368,N,,GPS-Unknown Travel Method,203019.8984375,1804.66284322581
981,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,3449.33418243,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,28535135.3828125,29491.0285863004
982,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,2458.05180594,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,20467382.15625,21799.2623288589
983,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,23597.90131803,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,195613841.328125,121540.944032458
984,unknown,Perimeter Date Unknown,N,12874.44675146,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,106504063.351563,55282.4622940059
985,unknown,Perimeter Date Unknown,N,33.27472533,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,278759.6015625,2003.10185697756
986,unknkown,Perimeter Date Unknown,N,1204.4375534,Elizabeth,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,10403341.3671875,25534.903704467
987,unknown,Perimeter Date Unknown,N,10.39282711,Nick,,ID,IDPAF,12/31/2000 12:00:00 AM,,2000,2000-IDPAF,N,,GPS-Unknown Travel Method,83989.4296875,1116.41784712585
988,unknown,Perimeter Date Unknown,N,11.43780343,Valley Complex,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,95492.84375,1284.00443361819
989,unknown,Perimeter Date Unknown,Y,93.40075151,Hilltop,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,778608.578125,4145.50389407368
990,unknown,Perimeter Date Unknown,N,651.5119564,Mink,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,5430585.0390625,12253.5606241654
991,unknown,Perimeter Date Unknown,N,7.39107513,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,61071.0078125,1040.24508620037
992,unknown,,N,602.01072929,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,4269521.28515625,8277.07321481248
993,unknown,Perimeter Date Unknown,N,836.82578899,Shellrock,,ID,IDPAF,12/31/2000 12:00:00 AM,Y,2000,2000-IDPAF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,6783983.8671875,15775.2077451924
994,unknown,Perimeter Date Unknown,N,57.02065879,Null,,ND,,12/31/2000 12:00:00 AM,,2000,2000-ND,N,,GPS-Unknown Travel Method,495167.61328125,3069.38765618994
995,unknown,Perimeter Date Unknown,N,147.6511019,Monture/Spread Ridge,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,1292569.4609375,4836.44250728801
996,unknown,Perimeter Date Unknown,N,0.94135808,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8197.8125,359.211256344254
997,unknown,Perimeter Date Unknown,N,7.39107513,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,61071.0078125,1040.24508620037
998,unknown,Perimeter Date Unknown,N,5.0394856,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,42178.9453125,796.389646399162
999,unknown,Perimeter Date Unknown,Y,229.42653767,Prospect,,MT,MTKNF,12/31/2000 12:00:00 AM,Y,2000,2000-MTKNF,N,Kootenai Complex,GPS-Unknown Travel Method,2122477.8046875,6213.47458396172
1000,unknown,,N,65.28532163,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,463035.10546875,5089.21391599013
1001,unknown,,N,0.22813342,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,1618.08984375,282.450076984458
1002,unknown,Perimeter Date Unknown,Y,4003.33514361,Marlin Springs,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,32978129.9296875,54805.0605615549
1003,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,23784.39440971,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,197157244.125,122516.911766925
1004,unknown,,N,7.04205023,Keystone Fire,X378,NV,,8/1/2000 12:00:00 AM,,2000,2000-NV-X378,N,,GPS-Unknown Travel Method,49941.95703125,1183.6865005591
1005,unknown,Perimeter Date Unknown,N,1.75199802,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15257.6875,461.648936944128
1006,unknown,Perimeter Date Unknown,N,9708.50538617,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,80310513.1171875,56394.1957817864
1007,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,800.03845202,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,6639645.5859375,10636.9289037067
1008,unknown,Perimeter Date Unknown,N,9708.50538617,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,80310513.1171875,56394.1957817864
1009,CCO,No entry in FireCode,Y,51.68953858,Racetrack,071081,CA,,12/18/2000 12:00:00 AM,,2000,2000-CA-071081,N,,Unknown,303526.32421875,3617.28255808353
1010,unknown,Perimeter Date Unknown,N,2868.00583624,Jones Fire,J906,NV,NVCCD,12/31/2000 12:00:00 AM,Y,2000,2000-NVCCD-J906,N,Reno Complex,GPS-Unknown Travel Method,19653729.8867188,20977.9886096729
1011,unknown,Perimeter Date Unknown,N,2333.92480239,Kitchen,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,19090268.7734375,21992.8052534349
1012,unknown,Perimeter Date Unknown,N,876.35932159,Cooper Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Middle Fork Complex,GPS-Unknown Travel Method,7336141.5390625,11414.5913325688
1013,unknown,Perimeter Date Unknown,N,0.28667884,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,2391.4453125,191.943119693409
1014,unknown,Perimeter Date Unknown,N,7.89533605,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,65868.1953125,1097.10821506783
1015,unknown,Perimeter Date Unknown,N,25109.32535517,Mussigbrod,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Mussigbrod Complex,GPS-Unknown Travel Method,209732501.617188,97464.7012962759
1016,unknown,Perimeter Date Unknown,N,24008.83883495,Three Bears,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,197968304.335938,113429.652118397
1017,unknown,Perimeter Date Unknown,N,4386.47696294,Filly,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,36090217.8671875,25879.9570821135
1018,unknown,Perimeter Date Unknown,N,11.43780343,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,95492.84375,1284.00443361819
1019,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,19492.27534158,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,161560140.335938,99811.9157757986
1020,unknown,Perimeter Date Unknown,N,1.51350374,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,12579.2578125,456.627306699625
1021,unknown,Perimeter Date Unknown,N,2.36765962,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,19677.515625,548.002381610327
1022,BLM,,Y,37.9074173,Jim Canyon,R729,UT,UTMOD,7/26/2000 12:00:00 AM,,2000,2000-UTMOD-R729,N,,Unknown,257293.41796875,2064.99472992412
1023,BLM,,Y,18.48566075,Boys School,T130,WY,WYWOD,3/21/2000 12:00:00 AM,,2000,2000-WYWOD-T130,N,,Digitized-Other,144310.60546875,2335.32163080409
1024,unknown,Perimeter Date Unknown,N,69.29234762,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,577333.9765625,2736.66703652207
1025,unknown,Perimeter Date Unknown,N,4.88804545,Coyote,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Skalkaho Complex,GPS-Unknown Travel Method,41206.640625,972.180487576637
1026,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,115.49908032,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,950201.65625,5351.51707072847
1027,unknown,Perimeter Date Unknown,N,32.23301294,Buck Springs,P-47802,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-P-47802,N,,GPS-Unknown Travel Method,201626.10546875,1909.49698755171
1028,unknown,Perimeter Date Unknown,Y,2435.64286254,Boulder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,20000116.4140625,19835.8421275887
1029,unknown,Perimeter Date Unknown,N,941.09747974,Fitz,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,7860952.375,11590.1455623669
1030,unknown,Perimeter Date Unknown,N,359.00376993,Burnt Flats,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2990913.6640625,11624.4508773423
1031,unknown,Perimeter Date Unknown,N,24.41082902,Burnt Flats,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,203391.421875,1743.18122850069
1032,unknown,Perimeter Date Unknown,N,1.01125124,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8806.8828125,354.466768737278
1033,unknown,Perimeter Date Unknown,N,1.75485173,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15282.4609375,461.887260022942
1034,unknown,Perimeter Date Unknown,N,8.41593224,Cow Creek Fire,X381,NV,NVWID,12/31/2000 12:00:00 AM,,2000,2000-NVWID-X381,N,,GPS-Unknown Travel Method,59354.15234375,1211.92686493671
1035,unknown,Perimeter Date Unknown,N,0.94090668,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8193.890625,359.039569036693
1036,unknown,Perimeter Date Unknown,N,5510.57039403,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,47988409.640625,52184.9893332312
1037,unknown,Perimeter Date Unknown,N,48.17619002,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,419385.5390625,3262.42228685445
1038,unknown,Perimeter Date Unknown,N,3.12719313,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,27216.6015625,624.712205444688
1039,unknown,,N,0.04634621,Jungo Complex,X379,NV,,8/2/2000 12:00:00 AM,,2000,2000-NV-X379,N,,GPS-Unknown Travel Method,330.0625,93.7851372571531
1040,unknown,Perimeter Date Unknown,N,1.75199802,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15257.6875,461.648936944128
1041,unknown,Perimeter Date Unknown,N,0.94135808,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8197.8125,359.211256344254
1042,unknown,Perimeter Date Unknown,N,2.15775195,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,18774.28125,586.803664927217
1043,unknown,Perimeter Date Unknown,N,1.01125124,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8806.8828125,354.466768737278
1044,unknown,Perimeter Date Unknown;  Fire Name Unknown,Y,111575.78227359,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,939048301.609375,169873.589644399
1045,unknown,Perimeter Date Unknown,N,9.587348,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,83527.609375,1214.94009997414
1046,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,12859.63348366,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,106616493.0625,82842.4780935378
1047,USF,No entry in FireCode,Y,240.84357338,Buckman,000038,CA,,7/22/2000 12:00:00 AM,,2000,2000-CA-000038,N,,Unknown,1382397.5703125,5395.33052371449
1048,unknown,Perimeter Date Unknown,N,38002.40366789,Burgdorf Junction,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,311521631.695313,122340.606778337
1049,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,41.62926411,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,350042.6328125,4868.24444070264
1050,unknown,Perimeter Date Unknown,N,132.41797654,Valley Complex,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1101798.3515625,6051.57199810672
1051,unknown,Perimeter Date Unknown,N,5660.3656345,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,49294449.2734375,57538.7404548155
1052,unknown,Perimeter Date Unknown,N,1.75185002,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15256.328125,461.620774677673
1053,unknown,Perimeter Date Unknown,N,0.94135808,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,8197.8125,359.211256344254
1054,unknown,Perimeter Date Unknown,N,1.75199802,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15257.6875,461.648936944128
1055,unknown,Perimeter Date Unknown,N,2.25265152,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,19618.6171875,543.186761762497
1056,unknown,Perimeter Date Unknown,N,1.75199802,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,15257.6875,461.648936944128
1057,unknown,Perimeter Date Unknown,N,13.42832268,Sula,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Sula Complex,GPS-Unknown Travel Method,111602.8046875,1823.24584847762
1058,unknown,Perimeter Date Unknown,N,217.73789982,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1897292.2109375,6881.93282617738
1059,unknown,Perimeter Date Unknown,N,41.63975486,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,362323.1875,2314.29793986577
1060,unknown,Perimeter Date Unknown,N,9.587348,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,83527.609375,1214.94009997414
1061,unknown,Perimeter Date Unknown,N,0.39607235,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,3451.6796875,274.841178120439
1062,unknown,Perimeter Date Unknown,Y,125.42954412,Moore Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,1098869.5078125,4100.50894100599
1063,USFS,,Y,1154.41836717,Prieta,SO-160,NM,,8/5/2000 12:00:00 AM,,2000,2000-NM-SO-160,N,,GPS-Unknown Travel Method,7202488.3671875,13428.0691846745
1064,unknown,Perimeter Date Unknown,N,109.2420303,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,951868.15625,3969.20545384661
1065,unknown,Perimeter Date Unknown,N,0.69555464,Landowner,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Thompson Flat Complex,GPS-Unknown Travel Method,6059.953125,344.882289231544
1066,unknown,Perimeter Date Unknown,N,9467.30509024,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,83019190.0234375,49909.3236439027
1067,unknown,Perimeter Date Unknown,N,677.57704343,Rainbow,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,4343301.80859375,10986.1784517677
1068,unknown,Perimeter Date Unknown,N,8908.36946386,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,78114799.03125,48968.1040581538
1069,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,170115.49224458,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1423689000.1875,414011.443135957
1070,Other,Perimeter Date Unknown;  Fire Name Unknown,Y,169.10184627,Monument,SO-025,NM,,5/15/2000 12:00:00 AM,,2000,2000-NM-SO-025,N,,Unknown,1035515.984375,4856.73522257273
1071,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,1.04639929,,,AZ,,12/31/2000 12:00:00 AM,,2000,2000-AZ,N,,GPS-Unknown Travel Method,6093.65625,423.731257370018
1072,unknown,Perimeter Date Unknown,N,680.10113537,Echo,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,5662240.4375,10067.6976036948
1073,unknown,Perimeter Date Unknown,N,9084.66256453,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,79661697.0078125,51071.8987475813
1074,unknown,Perimeter Date Unknown,N,69.29234762,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,577333.9765625,2736.66703652207
1075,unknown,Perimeter Date Unknown,N,9464.36982331,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,82993477.4140625,50173.5257376066
1076,unknown,Perimeter Date Unknown,N,69.17021061,Flat Creek,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT,N,Flat Creek Complex,GPS-Unknown Travel Method,606470.9140625,3328.3584351483
1077,unknown,Perimeter Date Unknown,N,136.84723735,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1146525.4453125,4914.40430729606
1078,unknown,Perimeter Date Unknown,N,0.21235961,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1750.6484375,207.650877926621
1079,unknown,Perimeter Date Unknown,N,1.17514395,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,9688.1640625,797.912054486538
1080,unknown,Perimeter Date Unknown,N,680.10113537,Echo,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,5662240.4375,10067.6976036948
1081,unknown,Perimeter Date Unknown,N,62.31124388,Gabe,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,517330.671875,3140.67259959498
1082,unknown,Perimeter Date Unknown,N,53.30011577,Hells 1/2 Acre,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,441551.1484375,2587.75638886859
1083,unknown,Perimeter Date Unknown,N,21219.55204363,Hamilton,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,175284887.59375,76329.7476089959
